"id","year","hour","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","segment_horari"
840,"2012",6,"Hivern","0","0","Dolent",9.02,11.365,93,8.9981,9,"Matinada"
842,"2011",7,"Tardor","0","1","Dolent",22.14,25.76,100,8.9981,81,"Matinada"
843,"2012",20,"Primavera","0","0","Molt Bo",24.6,28.79,78,16.9979,309,"Vespre"
844,"2011",10,"Tardor","0","1","Dolent",22.14,25.76,88,23.9994,125,"Matí"
846,"2012",12,"Primavera","0","0","Molt Bo",18.86,22.725,23,26.0027,590,"Matí"
847,"2011",10,"Tardor","0","1","Molt Bo",21.32,25,68,6.0032,174,"Matí"
848,"2011",0,"Primavera","0","1","Dolent",10.66,12.88,100,11.0014,6,"Matinada"
849,"2011",2,"Estiu","0","1","Dolent",22.14,25.76,94,16.9979,2,"Matinada"
851,"2011",0,"Hivern","0","1","Molt Bo",8.2,12.88,64,0,6,"Matinada"
852,"2011",19,"Tardor","0","1","Molt Bo",18.04,21.97,67,6.0032,252,"Vespre"
854,"2011",17,"Hivern","0","1","Molt Bo",18.86,22.725,28,19.0012,255,"Vespre"
856,"2011",1,"Estiu","0","1","Molt Bo",23.78,27.275,83,7.0015,10,"Matinada"
857,"2012",21,"Estiu","0","0","Molt Bo",24.6,31.06,46,15.0013,206,"Vespre"
858,"2012",15,"Primavera","1","0","Molt Bo",32.8,34.85,33,30.0026,275,"Matí"
859,"2011",9,"Primavera","0","0","Molt Bo",30.34,34.09,62,8.9981,230,"Matí"
860,"2012",16,"Hivern","0","0","Molt Bo",18.04,21.97,44,22.0028,404,"Matí"
861,"2011",3,"Hivern","0","0","Molt Bo",13.94,16.665,76,8.9981,23,"Matinada"
863,"2011",20,"Hivern","0","1","Bo",13.12,15.91,87,12.998,91,"Vespre"
866,"2012",23,"Hivern","0","0","Molt Bo",16.4,20.455,50,11.0014,52,"Vespre"
868,"2012",7,"Tardor","0","1","Molt Bo",18.04,21.97,88,16.9979,508,"Matinada"
870,"2011",12,"Hivern","0","1","Molt Bo",9.02,10.605,35,19.9995,61,"Matí"
872,"2011",12,"Hivern","0","1","Bo",14.76,18.94,23,0,99,"Matí"
873,"2011",19,"Estiu","1","0","Bo",31.98,35.605,49,11.0014,375,"Vespre"
875,"2012",2,"Estiu","0","1","Molt Bo",30.34,33.335,51,0,18,"Matinada"
876,"2011",7,"Primavera","0","0","Bo",12.3,15.15,93,11.0014,21,"Matinada"
878,"2012",9,"Tardor","0","0","Molt Bo",14.76,18.94,77,0,273,"Matí"
879,"2012",18,"Tardor","1","0","Molt Bo",21.32,25,72,8.9981,551,"Vespre"
880,"2012",2,"Estiu","0","0","Molt Bo",27.06,29.545,89,0,84,"Matinada"
881,"2011",5,"Tardor","0","1","Bo",15.58,19.695,87,0,23,"Matinada"
882,"2011",12,"Hivern","0","1","Molt Bo",8.2,7.575,47,31.0009,55,"Matí"
883,"2012",0,"Estiu","0","0","Molt Bo",31.98,37.88,66,8.9981,150,"Matinada"
886,"2011",13,"Tardor","1","0","Molt Bo",29.52,32.575,37,0,365,"Matí"
887,"2012",3,"Primavera","0","1","Bo",25.42,29.545,73,6.0032,4,"Matinada"
888,"2012",16,"Hivern","0","0","Molt Bo",12.3,14.395,56,15.0013,296,"Matí"
889,"2011",19,"Hivern","0","1","Molt Bo",5.74,8.335,28,7.0015,112,"Vespre"
890,"2012",11,"Estiu","0","1","Bo",25.42,30.305,69,15.0013,252,"Matí"
891,"2011",23,"Tardor","0","1","Molt Bo",20.5,24.24,63,0,136,"Vespre"
892,"2011",3,"Tardor","0","1","Bo",22.14,25.76,68,22.0028,4,"Matinada"
895,"2011",1,"Tardor","0","1","Molt Bo",10.66,12.12,60,19.0012,10,"Matinada"
896,"2011",11,"Tardor","0","0","Molt Bo",14.76,18.18,46,7.0015,238,"Matí"
898,"2011",13,"Tardor","0","1","Dolent",18.86,22.725,100,12.998,71,"Matí"
899,"2011",5,"Primavera","0","0","Molt Bo",25.42,28.03,88,15.0013,10,"Matinada"
900,"2012",18,"Tardor","0","1","Bo",14.76,17.425,57,12.998,573,"Vespre"
901,"2011",16,"Primavera","0","1","Molt Bo",27.06,31.06,39,0,289,"Matí"
902,"2011",5,"Hivern","0","1","Molt Bo",9.84,11.365,75,12.998,11,"Matinada"
903,"2012",6,"Primavera","0","1","Molt Bo",21.32,25,68,6.0032,139,"Matinada"
906,"2012",16,"Estiu","0","1","Bo",26.24,30.305,69,16.9979,453,"Matí"
907,"2011",11,"Primavera","0","1","Dolent",22.14,25.76,88,11.0014,164,"Matí"
908,"2011",4,"Estiu","0","1","Molt Bo",24.6,28.03,83,8.9981,5,"Matinada"
909,"2012",8,"Tardor","0","1","Molt Bo",18.04,21.97,62,0,646,"Matinada"
913,"2011",13,"Primavera","0","1","Molt Bo",27.88,31.82,34,22.0028,139,"Matí"
914,"2012",10,"Estiu","0","0","Molt Bo",35.26,39.395,44,19.9995,366,"Matí"
915,"2012",17,"Hivern","0","1","Molt Bo",25.42,31.06,38,31.0009,597,"Vespre"
916,"2012",18,"Estiu","0","1","Molt Bo",35.26,39.395,41,12.998,646,"Vespre"
917,"2012",8,"Estiu","0","1","Bo",27.06,30.305,78,12.998,646,"Matinada"
919,"2011",23,"Hivern","0","0","Molt Bo",10.66,12.88,65,15.0013,28,"Vespre"
920,"2011",10,"Estiu","0","1","Molt Bo",32.8,37.88,55,23.9994,117,"Matí"
921,"2012",7,"Estiu","0","1","Bo",28.7,33.335,84,11.0014,482,"Matinada"
923,"2012",9,"Tardor","0","1","Dolent",13.12,15.15,81,22.0028,110,"Matí"
924,"2012",3,"Hivern","0","0","Bo",6.56,6.82,48,26.0027,25,"Matinada"
926,"2011",12,"Hivern","0","0","Molt Bo",14.76,15.91,32,31.0009,152,"Matí"
928,"2012",11,"Hivern","0","0","Bo",21.32,25,77,8.9981,585,"Matí"
929,"2011",2,"Hivern","0","1","Molt Bo",8.2,8.335,27,31.0009,3,"Matinada"
932,"2012",12,"Hivern","0","0","Molt Bo",16.4,20.455,37,19.9995,410,"Matí"
937,"2012",0,"Primavera","0","1","Bo",27.06,29.545,94,12.998,34,"Matinada"
940,"2012",23,"Primavera","0","0","Molt Bo",21.32,25,77,12.998,102,"Vespre"
941,"2012",9,"Primavera","0","1","Molt Bo",14.76,16.665,57,23.9994,287,"Matí"
942,"2012",19,"Primavera","0","0","Molt Bo",33.62,35.605,28,19.0012,375,"Vespre"
943,"2011",8,"Hivern","0","0","Molt Bo",15.58,19.695,17,31.0009,45,"Matinada"
944,"2012",18,"Tardor","0","1","Molt Bo",11.48,13.635,45,11.0014,565,"Vespre"
945,"2011",21,"Primavera","0","1","Bo",12.3,14.395,93,16.9979,54,"Vespre"
946,"2011",22,"Estiu","0","1","Dolent",25.42,27.275,94,11.0014,29,"Vespre"
947,"2012",19,"Estiu","0","1","Molt Bo",26.24,30.305,65,8.9981,646,"Vespre"
952,"2012",14,"Tardor","0","0","Molt Bo",16.4,20.455,40,12.998,509,"Matí"
953,"2012",11,"Estiu","0","0","Molt Bo",30.34,34.85,66,11.0014,499,"Matí"
954,"2011",15,"Primavera","0","1","Molt Bo",24.6,31.06,38,26.0027,260,"Matí"
955,"2011",5,"Estiu","0","1","Molt Bo",24.6,28.79,78,0,31,"Matinada"
956,"2012",5,"Hivern","0","0","Molt Bo",9.84,12.12,60,11.0014,7,"Matinada"
958,"2012",17,"Estiu","0","0","Bo",26.24,29.545,78,7.0015,343,"Vespre"
959,"2011",5,"Hivern","0","1","Dolent",9.02,12.12,93,7.0015,3,"Matinada"
960,"2012",6,"Tardor","0","1","Bo",14.76,17.425,93,8.9981,108,"Matinada"
961,"2011",16,"Estiu","0","0","Molt Bo",34.44,40.15,53,19.9995,414,"Matí"
962,"2011",21,"Primavera","0","0","Molt Bo",22.14,25.76,88,0,151,"Vespre"
963,"2012",13,"Estiu","0","1","Bo",32.8,37.12,52,12.998,253,"Matí"
964,"2012",23,"Primavera","0","0","Molt Bo",24.6,31.06,53,19.9995,183,"Vespre"
967,"2012",20,"Tardor","0","0","Bo",13.94,17.425,66,6.0032,172,"Vespre"
970,"2011",16,"Hivern","0","1","Molt Bo",13.94,17.425,34,6.0032,102,"Matí"
971,"2012",13,"Estiu","0","0","Molt Bo",27.88,31.82,36,12.998,646,"Matí"
974,"2011",17,"Primavera","0","0","Molt Bo",30.34,33.335,51,0,390,"Vespre"
975,"2012",4,"Primavera","0","0","Bo",22.14,25.76,52,0,12,"Matinada"
976,"2011",12,"Tardor","0","1","Molt Bo",18.86,22.725,55,11.0014,189,"Matí"
977,"2012",14,"Hivern","0","0","Molt Bo",8.2,9.09,32,23.9994,188,"Matí"
978,"2012",0,"Primavera","0","0","Bo",22.14,25.76,56,12.998,124,"Matinada"
980,"2012",0,"Estiu","0","1","Molt Bo",29.52,34.85,74,12.998,67,"Matinada"
981,"2011",8,"Estiu","0","1","Molt Bo",28.7,32.575,58,30.0026,441,"Matinada"
982,"2012",23,"Tardor","0","1","Molt Bo",13.94,16.665,57,11.0014,120,"Vespre"
984,"2012",17,"Tardor","0","1","Molt Bo",13.94,15.91,46,15.0013,638,"Vespre"
986,"2011",8,"Primavera","0","1","Molt Bo",21.32,25,55,15.0013,374,"Matinada"
987,"2011",12,"Estiu","0","1","Dolent",31.16,34.85,55,8.9981,161,"Matí"
988,"2012",9,"Primavera","0","0","Bo",21.32,25,83,11.0014,191,"Matí"
989,"2011",13,"Hivern","0","1","Bo",8.2,9.09,40,19.0012,54,"Matí"
990,"2011",21,"Hivern","0","0","Molt Bo",5.74,5.305,46,27.9993,20,"Vespre"
992,"2011",15,"Estiu","0","1","Dolent",30.34,34.09,55,19.9995,182,"Matí"
994,"2011",23,"Estiu","0","0","Molt Bo",28.7,33.335,79,7.0015,55,"Vespre"
995,"2011",21,"Tardor","0","1","Molt Bo",12.3,15.15,52,11.0014,139,"Vespre"
996,"2011",3,"Estiu","0","1","Molt Bo",24.6,28.03,83,12.998,7,"Matinada"
999,"2012",2,"Tardor","0","0","Bo",12.3,16.665,87,0,74,"Matinada"
1000,"2011",16,"Estiu","0","0","Molt Bo",29.52,34.09,70,12.998,374,"Matí"
1001,"2011",18,"Primavera","0","1","Molt Bo",25.42,31.06,38,19.9995,524,"Vespre"
1002,"2012",13,"Primavera","0","0","Molt Bo",33.62,34.85,24,19.0012,585,"Matí"
1003,"2012",14,"Tardor","1","0","Molt Bo",23.78,27.275,60,19.0012,444,"Matí"
1004,"2012",18,"Tardor","0","1","Bo",18.86,22.725,88,19.0012,564,"Vespre"
1005,"2012",4,"Tardor","0","0","Molt Bo",12.3,15.15,65,11.0014,11,"Matinada"
1006,"2012",13,"Estiu","0","1","Bo",31.16,34.85,55,16.9979,255,"Matí"
1008,"2012",22,"Estiu","0","1","Molt Bo",26.24,28.79,89,11.0014,217,"Vespre"
1010,"2012",0,"Estiu","0","1","Molt Bo",30.34,34.85,66,6.0032,66,"Matinada"
1011,"2012",4,"Primavera","0","1","Molt Bo",13.94,16.665,71,8.9981,2,"Matinada"
1012,"2012",23,"Hivern","0","1","Molt Bo",10.66,11.365,48,22.0028,56,"Vespre"
1013,"2012",12,"Primavera","0","0","Molt Bo",25.42,31.06,57,0,615,"Matí"
1015,"2011",2,"Hivern","0","1","Molt Bo",16.4,20.455,62,12.998,14,"Matinada"
1017,"2012",14,"Tardor","0","1","Molt Bo",16.4,20.455,43,12.998,299,"Matí"
1018,"2012",0,"Estiu","0","0","Molt Bo",33.62,39.395,56,8.9981,147,"Matinada"
1019,"2011",17,"Estiu","0","1","Molt Bo",31.16,35.605,58,31.0009,527,"Vespre"
1020,"2012",3,"Primavera","0","1","Molt Bo",14.76,17.425,71,8.9981,2,"Matinada"
1021,"2012",18,"Primavera","0","1","Molt Bo",29.52,32.575,39,15.0013,646,"Vespre"
1022,"2011",0,"Primavera","0","1","Molt Bo",21.32,25,94,7.0015,38,"Matinada"
1024,"2012",3,"Primavera","0","0","Molt Bo",17.22,21.21,26,8.9981,26,"Matinada"
1026,"2011",12,"Primavera","0","0","Bo",14.76,17.425,81,8.9981,202,"Matí"
1029,"2012",19,"Primavera","0","1","Molt Bo",27.06,31.06,39,15.0013,494,"Vespre"
1032,"2011",7,"Hivern","0","1","Molt Bo",7.38,9.09,43,12.998,88,"Matinada"
1034,"2012",9,"Primavera","0","1","Molt Bo",23.78,27.275,68,0,337,"Matí"
1035,"2012",4,"Estiu","0","1","Bo",27.88,31.82,83,12.998,5,"Matinada"
1036,"2011",3,"Hivern","0","0","Bo",22.14,25.76,39,22.0028,8,"Matinada"
1037,"2012",0,"Estiu","0","1","Dolent",24.6,25.76,94,16.9979,13,"Matinada"
1038,"2011",5,"Hivern","0","1","Molt Bo",5.74,6.06,50,19.9995,3,"Matinada"
1039,"2012",16,"Hivern","0","0","Bo",22.96,26.515,37,19.0012,401,"Matí"
1040,"2011",11,"Tardor","0","1","Bo",25.42,28.79,83,0,84,"Matí"
1041,"2011",3,"Estiu","0","1","Molt Bo",30.34,34.09,58,12.998,4,"Matinada"
1042,"2011",2,"Primavera","0","1","Dolent",10.66,12.88,93,12.998,7,"Matinada"
1043,"2012",13,"Hivern","0","1","Molt Bo",24.6,30.305,60,26.0027,233,"Matí"
1044,"2012",6,"Tardor","0","0","Molt Bo",12.3,14.395,61,12.998,28,"Matinada"
1045,"2011",4,"Tardor","0","0","Molt Bo",8.2,10.605,80,8.9981,7,"Matinada"
1047,"2012",4,"Primavera","0","0","Molt Bo",18.04,21.97,67,7.0015,9,"Matinada"
1048,"2012",13,"Primavera","0","1","Molt Bo",27.88,31.82,57,11.0014,284,"Matí"
1049,"2011",0,"Hivern","0","1","Bo",8.2,9.85,64,12.998,17,"Matinada"
1051,"2012",21,"Tardor","0","0","Molt Bo",14.76,17.425,62,8.9981,184,"Vespre"
1052,"2012",10,"Hivern","0","1","Molt Bo",21.32,25,77,15.0013,143,"Matí"
1053,"2012",9,"Hivern","0","1","Molt Bo",12.3,13.635,61,22.0028,264,"Matí"
1055,"2012",4,"Hivern","0","0","Molt Bo",11.48,15.15,81,6.0032,8,"Matinada"
1056,"2012",14,"Tardor","0","1","Bo",25.42,31.06,50,19.9995,285,"Matí"
1058,"2012",5,"Hivern","0","0","Dolent",10.66,12.88,81,12.998,4,"Matinada"
1059,"2011",23,"Estiu","0","1","Molt Bo",27.88,31.82,47,6.0032,140,"Vespre"
1060,"2012",21,"Hivern","0","1","Molt Bo",10.66,11.365,37,26.0027,120,"Vespre"
1063,"2012",7,"Hivern","0","1","Bo",9.02,12.12,60,7.0015,240,"Matinada"
1064,"2012",9,"Hivern","0","0","Bo",18.04,21.97,88,6.0032,321,"Matí"
1065,"2011",17,"Tardor","1","0","Bo",27.06,31.06,54,7.0015,459,"Vespre"
1067,"2011",0,"Tardor","0","1","Molt Bo",8.2,11.365,75,6.0032,17,"Matinada"
1070,"2011",3,"Hivern","0","1","Molt Bo",8.2,7.575,80,31.0009,1,"Matinada"
1071,"2012",6,"Primavera","0","0","Molt Bo",18.04,21.97,72,6.0032,50,"Matinada"
1072,"2011",6,"Primavera","0","1","Molt Bo",22.14,25.76,64,27.9993,105,"Matinada"
1073,"2012",12,"Estiu","0","0","Molt Bo",32.8,37.88,55,31.0009,646,"Matí"
1074,"2012",15,"Estiu","0","1","Molt Bo",32.8,34.85,33,16.9979,260,"Matí"
1075,"2012",6,"Tardor","1","0","Molt Bo",13.94,17.425,76,7.0015,59,"Matinada"
1076,"2011",15,"Tardor","0","1","Molt Bo",13.12,16.665,45,8.9981,117,"Matí"
1077,"2012",9,"Primavera","0","0","Molt Bo",24.6,30.305,60,6.0032,367,"Matí"
1078,"2012",21,"Primavera","0","1","Molt Bo",23.78,27.275,40,7.0015,299,"Vespre"
1079,"2011",0,"Primavera","0","1","Bo",21.32,25,83,11.0014,52,"Matinada"
1080,"2012",5,"Tardor","0","0","Molt Bo",11.48,14.395,81,8.9981,12,"Matinada"
1082,"2012",19,"Hivern","0","0","Molt Bo",12.3,14.395,52,15.0013,69,"Vespre"
1086,"2012",10,"Estiu","0","1","Bo",25.42,30.305,65,12.998,202,"Matí"
1087,"2011",9,"Primavera","0","1","Molt Bo",25.42,31.06,46,12.998,193,"Matí"
1088,"2012",15,"Hivern","0","1","Molt Bo",17.22,21.21,38,19.9995,136,"Matí"
1089,"2012",5,"Primavera","0","1","Bo",21.32,25,72,19.0012,20,"Matinada"
1090,"2012",20,"Hivern","0","1","Bo",8.2,9.85,40,12.998,123,"Vespre"
1091,"2012",14,"Hivern","0","1","Molt Bo",13.12,15.15,39,19.9995,144,"Matí"
1092,"2011",9,"Estiu","0","1","Molt Bo",31.16,34.09,48,15.0013,180,"Matí"
1093,"2012",23,"Estiu","0","1","Molt Bo",32.8,37.88,55,11.0014,131,"Vespre"
1095,"2011",10,"Primavera","0","1","Molt Bo",20.5,24.24,39,19.0012,128,"Matí"
1097,"2011",11,"Tardor","0","0","Bo",15.58,19.695,66,16.9979,292,"Matí"
1098,"2011",20,"Tardor","0","1","Dolent",13.94,14.395,87,31.0009,26,"Vespre"
1099,"2012",7,"Primavera","0","1","Molt Bo",13.94,15.91,61,15.0013,296,"Matinada"
1101,"2012",17,"Tardor","0","1","Molt Bo",16.4,20.455,50,26.0027,562,"Vespre"
1102,"2012",21,"Estiu","0","0","Dolent",26.24,28.79,89,0,104,"Vespre"
1103,"2012",1,"Hivern","0","1","Dolent",18.86,22.725,94,7.0015,12,"Matinada"
1104,"2012",13,"Hivern","0","1","Bo",14.76,16.665,40,16.9979,173,"Matí"
1106,"2012",7,"Hivern","0","0","Bo",16.4,20.455,100,8.9981,86,"Matinada"
1109,"2012",15,"Primavera","0","1","Molt Bo",20.5,24.24,31,7.0015,269,"Matí"
1110,"2012",19,"Hivern","0","0","Dolent",10.66,13.635,87,8.9981,80,"Vespre"
1111,"2011",12,"Estiu","0","1","Molt Bo",35.26,39.395,44,19.9995,163,"Matí"
1112,"2011",11,"Tardor","0","1","Molt Bo",13.94,16.665,66,11.0014,160,"Matí"
1113,"2012",12,"Hivern","0","1","Molt Bo",10.66,11.365,48,22.0028,158,"Matí"
1114,"2012",10,"Estiu","0","1","Molt Bo",31.16,35.605,58,12.998,198,"Matí"
1115,"2012",19,"Tardor","0","1","Molt Bo",25.42,29.545,73,11.0014,500,"Vespre"
1117,"2011",10,"Tardor","0","1","Bo",9.02,12.12,69,7.0015,105,"Matí"
1119,"2012",2,"Hivern","0","0","Bo",14.76,17.425,40,11.0014,80,"Matinada"
1120,"2012",8,"Primavera","0","0","Molt Bo",16.4,20.455,30,12.998,84,"Matinada"
1122,"2012",4,"Primavera","0","1","Molt Bo",13.94,15.91,49,16.9979,5,"Matinada"
1123,"2011",3,"Estiu","0","0","Molt Bo",27.06,31.06,74,6.0032,25,"Matinada"
1124,"2012",0,"Estiu","0","1","Molt Bo",27.88,31.82,79,11.0014,47,"Matinada"
1125,"2012",7,"Hivern","0","1","Molt Bo",9.84,11.365,65,15.0013,226,"Matinada"
1126,"2012",2,"Tardor","0","0","Molt Bo",11.48,14.395,81,7.0015,73,"Matinada"
1127,"2012",9,"Tardor","0","0","Dolent",16.4,20.455,71,8.9981,86,"Matí"
1129,"2011",3,"Estiu","0","1","Molt Bo",27.06,29.545,89,0,1,"Matinada"
1130,"2011",11,"Estiu","0","0","Molt Bo",30.34,33.335,48,15.0013,396,"Matí"
1132,"2011",2,"Tardor","0","0","Dolent",13.94,15.15,87,19.9995,30,"Matinada"
1133,"2012",1,"Hivern","0","0","Molt Bo",9.84,12.12,52,11.0014,61,"Matinada"
1134,"2012",1,"Hivern","0","1","Bo",11.48,15.15,61,6.0032,13,"Matinada"
1137,"2011",21,"Tardor","0","1","Molt Bo",20.5,24.24,72,8.9981,166,"Vespre"
1138,"2012",8,"Primavera","0","1","Bo",22.14,25.76,83,12.998,474,"Matinada"
1139,"2011",16,"Tardor","0","1","Molt Bo",21.32,25,45,0,295,"Matí"
1140,"2011",11,"Estiu","0","1","Bo",25.42,27.275,94,0,72,"Matí"
1142,"2012",16,"Estiu","1","0","Molt Bo",37.72,42.425,35,16.9979,389,"Matí"
1145,"2011",12,"Hivern","0","1","Bo",8.2,9.09,40,19.0012,52,"Matí"
1147,"2012",18,"Tardor","0","1","Molt Bo",13.94,15.91,46,15.0013,542,"Vespre"
1149,"2012",5,"Tardor","0","0","Molt Bo",9.84,12.12,70,11.0014,11,"Matinada"
1150,"2011",11,"Hivern","0","1","Bo",18.04,21.97,44,16.9979,90,"Matí"
1151,"2011",17,"Primavera","0","1","Molt Bo",30.34,32.575,28,7.0015,638,"Vespre"
1152,"2012",1,"Hivern","0","1","Molt Bo",8.2,11.365,51,6.0032,5,"Matinada"
1153,"2011",5,"Estiu","0","0","Molt Bo",28.7,33.335,89,12.998,5,"Matinada"
1155,"2012",0,"Estiu","0","1","Bo",31.16,35.605,58,15.0013,43,"Matinada"
1157,"2011",13,"Primavera","0","1","Bo",14.76,16.665,63,27.9993,56,"Matí"
1159,"2011",18,"Hivern","0","1","Bo",7.38,8.335,47,19.9995,170,"Vespre"
1161,"2012",1,"Primavera","0","1","Molt Bo",14.76,17.425,62,8.9981,38,"Matinada"
1162,"2012",18,"Estiu","0","0","Molt Bo",31.98,37.12,62,7.0015,253,"Vespre"
1165,"2012",19,"Estiu","0","0","Molt Bo",29.52,35.605,84,15.0013,312,"Vespre"
1166,"2011",11,"Hivern","0","1","Bo",6.56,6.82,47,19.0012,30,"Matí"
1167,"2012",2,"Tardor","0","0","Bo",10.66,15.15,81,0,50,"Matinada"
1168,"2011",15,"Primavera","0","1","Molt Bo",24.6,31.06,31,6.0032,142,"Matí"
1172,"2011",22,"Primavera","0","1","Molt Bo",25.42,31.06,35,0,171,"Vespre"
1176,"2011",19,"Hivern","0","1","Bo",13.12,17.425,70,0,128,"Vespre"
1177,"2012",1,"Estiu","0","1","Molt Bo",20.5,24.24,63,0,10,"Matinada"
1180,"2012",1,"Tardor","0","0","Bo",13.94,15.15,49,22.0028,89,"Matinada"
1181,"2011",17,"Estiu","0","0","Molt Bo",29.52,34.09,70,15.0013,371,"Vespre"
1182,"2012",22,"Primavera","0","1","Molt Bo",20.5,24.24,51,0,158,"Vespre"
1186,"2012",12,"Primavera","0","1","Molt Bo",18.86,22.725,41,30.0026,259,"Matí"
1188,"2011",13,"Tardor","0","1","Dolent",22.14,25.76,88,15.0013,101,"Matí"
1189,"2012",22,"Estiu","0","1","Molt Bo",29.52,34.85,79,0,219,"Vespre"
1190,"2011",19,"Estiu","0","0","Molt Bo",32.8,37.12,49,22.0028,303,"Vespre"
1191,"2011",21,"Estiu","0","1","Bo",27.06,31.06,57,12.998,177,"Vespre"
1193,"2011",1,"Primavera","0","1","Molt Bo",26.24,30.305,73,15.0013,16,"Matinada"
1194,"2011",10,"Estiu","0","1","Bo",27.06,31.06,61,11.0014,166,"Matí"
1196,"2012",22,"Primavera","0","1","Molt Bo",16.4,20.455,47,12.998,149,"Vespre"
1197,"2011",9,"Tardor","0","0","Molt Bo",11.48,12.88,52,19.9995,142,"Matí"
1198,"2012",22,"Tardor","0","1","Molt Bo",26.24,31.06,47,8.9981,232,"Vespre"
1201,"2012",10,"Estiu","0","0","Molt Bo",30.34,34.85,70,26.0027,422,"Matí"
1203,"2011",1,"Primavera","0","1","Bo",22.96,26.515,78,16.9979,14,"Matinada"
1204,"2011",12,"Primavera","0","0","Dolent",21.32,25,100,6.0032,279,"Matí"
1205,"2011",12,"Estiu","0","1","Molt Bo",34.44,40.15,53,19.0012,148,"Matí"
1206,"2012",4,"Estiu","0","0","Molt Bo",25.42,28.79,83,7.0015,10,"Matinada"
1208,"2011",13,"Hivern","0","0","Molt Bo",20.5,24.24,34,31.0009,301,"Matí"
1209,"2011",12,"Tardor","0","0","Molt Bo",18.04,21.97,44,19.0012,366,"Matí"
1210,"2011",2,"Estiu","0","1","Bo",25.42,25.76,100,16.9979,8,"Matinada"
1211,"2011",3,"Estiu","0","0","Molt Bo",27.06,31.06,65,8.9981,27,"Matinada"
1213,"2012",20,"Tardor","0","1","Molt Bo",24.6,28.79,78,8.9981,372,"Vespre"
1216,"2011",2,"Tardor","0","1","Bo",14.76,17.425,81,11.0014,4,"Matinada"
1217,"2012",6,"Hivern","0","0","Molt Bo",4.1,3.79,49,26.0027,2,"Matinada"
1218,"2012",10,"Primavera","0","0","Molt Bo",22.96,26.515,49,6.0032,411,"Matí"
1219,"2011",8,"Tardor","0","0","Molt Bo",10.66,12.88,70,12.998,101,"Matinada"
1220,"2011",2,"Tardor","0","1","Molt Bo",17.22,21.21,88,0,5,"Matinada"
1222,"2012",1,"Tardor","0","1","Bo",23.78,27.275,64,26.0027,29,"Matinada"
1223,"2012",9,"Hivern","0","1","Molt Bo",9.02,9.85,47,26.0027,214,"Matí"
1224,"2011",12,"Estiu","0","1","Molt Bo",32.8,38.635,59,12.998,165,"Matí"
1225,"2012",22,"Tardor","0","1","Molt Bo",14.76,17.425,57,11.0014,202,"Vespre"
1227,"2011",8,"Tardor","0","0","Bo",13.94,16.665,76,12.998,64,"Matinada"
1228,"2012",16,"Estiu","0","1","Molt Bo",31.98,34.85,40,19.0012,413,"Matí"
1229,"2011",5,"Estiu","0","1","Molt Bo",15.58,19.695,76,12.998,32,"Matinada"
1230,"2011",7,"Tardor","0","1","Molt Bo",18.86,22.725,77,7.0015,301,"Matinada"
1234,"2012",0,"Primavera","0","1","Molt Bo",23.78,27.275,53,0,49,"Matinada"
1235,"2011",0,"Tardor","0","0","Bo",16.4,20.455,58,12.998,73,"Matinada"
1236,"2011",14,"Primavera","0","0","Dolent",24.6,31.06,35,11.0014,378,"Matí"
1237,"2011",2,"Estiu","0","1","Molt Bo",27.06,31.06,74,6.0032,13,"Matinada"
1238,"2011",9,"Tardor","0","1","Bo",19.68,23.485,67,22.0028,233,"Matí"
1240,"2012",14,"Estiu","0","0","Molt Bo",32.8,37.88,55,7.0015,632,"Matí"
1241,"2011",21,"Tardor","0","1","Molt Bo",15.58,19.695,82,7.0015,139,"Vespre"
1242,"2012",12,"Tardor","0","1","Molt Bo",18.04,21.97,41,22.0028,262,"Matí"
1244,"2012",19,"Estiu","0","0","Molt Bo",33.62,38.635,52,23.9994,397,"Vespre"
1248,"2011",13,"Tardor","0","0","Molt Bo",24.6,31.06,35,19.9995,438,"Matí"
1249,"2012",15,"Hivern","0","1","Molt Bo",10.66,10.605,33,31.0009,138,"Matí"
1251,"2012",4,"Estiu","0","0","Bo",27.06,29.545,94,15.0013,11,"Matinada"
1252,"2012",12,"Tardor","0","0","Molt Bo",19.68,23.485,48,0,606,"Matí"
1253,"2012",17,"Primavera","0","1","Molt Bo",24.6,29.545,73,16.9979,646,"Vespre"
1254,"2011",13,"Hivern","0","1","Molt Bo",9.02,9.85,44,23.9994,49,"Matí"
1256,"2011",21,"Estiu","0","0","Bo",27.06,30.305,83,11.0014,167,"Vespre"
1259,"2012",2,"Primavera","0","1","Molt Bo",18.86,22.725,44,11.0014,31,"Matinada"
1260,"2011",10,"Estiu","0","1","Molt Bo",27.88,31.82,61,8.9981,138,"Matí"
1262,"2012",15,"Hivern","0","1","Molt Bo",17.22,21.21,32,19.0012,171,"Matí"
1263,"2012",15,"Primavera","0","1","Bo",29.52,33.335,48,7.0015,274,"Matí"
1264,"2012",4,"Estiu","0","1","Molt Bo",26.24,12.12,73,11.0014,9,"Matinada"
1265,"2012",2,"Estiu","0","1","Molt Bo",26.24,30.305,69,7.0015,9,"Matinada"
1266,"2011",22,"Tardor","0","1","Molt Bo",10.66,12.12,52,16.9979,84,"Vespre"
1267,"2011",16,"Primavera","0","0","Molt Bo",26.24,30.305,69,16.9979,440,"Matí"
